entry,address_city,address_code,first_entry_date,krs,legal_form,name,name_short,nip,regon,industriesR,industriesN,ceo_name,industriesJ,industriesM,industriesP,industriesL,industriesC,industriesG,industriesK,industriesF,industriesH,industriesI,industriesS,industriesQ,nazwa_jednostki,kwota_wsparcia
"STOWARZYSZENIE ""DZIEJE""",Gorlice,38-300,2011-05-12,385649,STOWARZYSZENIE,"STOWARZYSZENIE ""SIĘ DZIEJE"" GRUPA INICJATYW ARTYSTYCZNO-KULTURALNYCH","STOWARZYSZENIE ""SIĘ DZIEJE"" GRUPA INICJATYW ARTYSTYCZNO-KULTURALNYCH",,,,,Grzegorz Marcin Janik,,,,,,,,,,,,,"STOWARZYSZENIE ""DZIEJE""",234000
"Stowarzyszenie ""Gloria in Musica""",Kamionki,62-023,2012-10-15,436435,STOWARZYSZENIE,"STOWARZYSZENIE ""GLORIA IN MUSICA""","STOWARZYSZENIE ""GLORIA IN MUSICA""",7831692694.0,302239233.0,,,Marek Jan Różański,,,,,,,,,,,,,"Stowarzyszenie ""Gloria in Musica""",45000
"Stowarzyszenie ""Głowa do góry""",Rżuchów,27-580,2009-12-18,344845,STOWARZYSZENIE,"STOWARZYSZENIE ""GŁOWA DO GÓRY""","STOWARZYSZENIE ""GŁOWA DO GÓRY""",,,,,Piotr Paweł Kogut,,,,,,,,,,,,,"Stowarzyszenie ""Głowa do góry""",35000
"STOWARZYSZENIE ""PLANETA MŁODYCH""",Wrocław,50-540,2002-07-31,124859,STOWARZYSZENIE,"STOWARZYSZENIE ""PLANETA MŁODYCH""","STOWARZYSZENIE ""PLANETA MŁODYCH""",8982001808.0,932815605.0,,,,,,,,,,,,,,,,"STOWARZYSZENIE ""PLANETA MŁODYCH""",218700
"Stowarzyszenie ""Potem-o-tem""",Warszawa,00-331,2018-02-23,720331,STOWARZYSZENIE,STOWARZYSZENIE POTEM-O-TEM,STOWARZYSZENIE POTEM-O-TEM,5252741129.0,369561327.0,,,Marcin Marek Zbyszyński,,,,,,,,,,,,,"Stowarzyszenie ""Potem-o-tem""",49500
"Stowarzyszenie ""Schola Gregoriana Silesiensis""",Wojnowice,55-330,2002-06-13,117718,STOWARZYSZENIE,"STOWARZYSZENIE ""SCHOLA GREGORIANA SILESIENSIS""","STOWARZYSZENIE ""SCHOLA GREGORIANA SILESIENSIS""",8981998159.0,932806931.0,,,Robert Izydor Pożarski,,,,,,,,,,,,,"Stowarzyszenie ""Schola Gregoriana Silesiensis""",30000
"Stowarzyszenie ""Teatr Czwarta Scena""",Katowice,40-464,2014-12-12,523905,STOWARZYSZENIE,"STOWARZYSZENIE ""TEATR CZWARTA SCENA""","STOWARZYSZENIE ""TEATR CZWARTA SCENA""",6342833321.0,360296622.0,,,Michał Stanisław Piotrowski,,,,,,,,,,,,,"Stowarzyszenie ""Teatr Czwarta Scena""",9400
Stowarzyszenie Ad astra,Jędrzychów,48-300,2008-10-07,315077,STOWARZYSZENIE,STOWARZYSZENIE AD ASTRA,STOWARZYSZENIE AD ASTRA,7532365935.0,160219071.0,,,Janina Janik,,,,,,,,,,,,,Stowarzyszenie Ad astra,104547
Stowarzyszenie Ad astra,Janów Lubelski,23-300,2007-09-26,289427,STOWARZYSZENIE,"STOWARZYSZENIE ""AD ASTRA""","STOWARZYSZENIE ""AD ASTRA""",8621612181.0,60305738.0,,,Irena Dycha,,,,,,,,,,,,,Stowarzyszenie Ad astra,104547
Stowarzyszenie Ad astra,Toruń,87-100,2008-02-27,300193,STOWARZYSZENIE,"STOWARZYSZENIE AKADEMICKIE ""AD ASTRA""","STOWARZYSZENIE AKADEMICKIE ""AD ASTRA""",9562221231.0,340440572.0,,,,,,,,,,,,,,,,Stowarzyszenie Ad astra,104547
Stowarzyszenie Ad astra,Kraków,31-571,2020-09-11,858908,STOWARZYSZENIE,"STOWARZYSZENIE ""SIC ITUR AD ASTRA""","STOWARZYSZENIE ""SIC ITUR AD ASTRA""",6751735366.0,387012747.0,,,Marek Grzesik,,,,,,,,,,,,,Stowarzyszenie Ad astra,104547
Stowarzyszenie Ad astra,Gdynia,81-473,2016-01-18,596317,STOWARZYSZENIE,"STOWARZYSZENIE ""PER MUSICA AD ASTRA""","STOWARZYSZENIE ""PER MUSICA AD ASTRA""",5862303037.0,363534890.0,,,Jolanta Anna Kowalczyk,,,,,,,,,,,,,Stowarzyszenie Ad astra,104547
Stowarzyszenie Ad astra,Przemyśl,37-700,2014-04-30,508060,STOWARZYSZENIE,"STOWARZYSZENIE EDUKACYJNO-KULTURALNE ""AD ASTRA""","STOWARZYSZENIE EDUKACYJNO-KULTURALNE ""AD ASTRA""",7952531719.0,360903743.0,,,Halina Elżbieta Sokolik Nieradka,,,,,,,,,,,,,Stowarzyszenie Ad astra,104547
Stowarzyszenie Ad astra,Sosnowiec,41-200,2002-03-25,101280,STOWARZYSZENIE,"SOSNOWIECKIE STOWARZYSZENIE TRZEŹWOŚCIOWE ""AD-ASTRA""","SOSNOWIECKIE STOWARZYSZENIE TRZEŹWOŚCIOWE ""AD-ASTRA""",6442775132.0,273335625.0,,,Mariusz Maciejewski,,,,,,,,,,,,,Stowarzyszenie Ad astra,104547
Stowarzyszenie Ad astra,Olsztyn,10-698,2019-10-10,808082,STOWARZYSZENIE,"STOWARZYSZENIE WSPIERANIA PIŁKI SIATKOWEJ ""AD ASTRA""","STOWARZYSZENIE WSPIERANIA PIŁKI SIATKOWEJ ""AD ASTRA""",7393932826.0,384595866.0,,,Magdalena Barbara Rafalska,,,,,,,,,,,,,Stowarzyszenie Ad astra,104547
Stowarzyszenie Ad astra,Korczyna,38-420,2001-05-02,6652,STOWARZYSZENIE,"KATOLICKIE STOWARZYSZENIE ""PER ASPERA AD ASTRA""","KATOLICKIE STOWARZYSZENIE ""PER ASPERA AD ASTRA""",,,,,,,,,,,,,,,,,,Stowarzyszenie Ad astra,104547
Stowarzyszenie Ad astra,Cieszyn,43-400,2020-01-20,824446,STOWARZYSZENIE,"CIESZYŃSKIE STOWARZYSZENIE POMOCY PRAWNEJ ""AD ASTRA""","CIESZYŃSKIE STOWARZYSZENIE POMOCY PRAWNEJ ""AD ASTRA""",5482728983.0,385337221.0,,,Piotr Tomasz Bogaczyk,,,,,,,,,,,,,Stowarzyszenie Ad astra,104547
Stowarzyszenie Akademia plus 50,Szczecin,70-242,2008-06-09,307717,STOWARZYSZENIE,STOWARZYSZENIE AKADEMIA 50 PLUS,STOWARZYSZENIE AKADEMIA 50 PLUS,,320631170.0,,,Teresa Grażyna Włochal,,,,,,,,,,,,,Stowarzyszenie Akademia plus 50,3000
Stowarzyszenie Akademia plus 50,Białystok,15-668,2008-04-01,301690,STOWARZYSZENIE,STOWARZYSZENIE AKADEMIA PLUS 50,STOWARZYSZENIE AKADEMIA PLUS 50,5423077024.0,200202269.0,,,Halina Urszula Szuchnicka,,,,,,,,,,,,,Stowarzyszenie Akademia plus 50,3000
Stowarzyszenie Animatorów Kultury,Ząbkowice Śląskie,57-200,2012-06-28,424411,STOWARZYSZENIE,STOWARZYSZENIE ANIMATORÓW KULTURY,STOWARZYSZENIE ANIMATORÓW KULTURY,8871805432.0,,,,Stanisław Susz,,,,,,,,,,,,,Stowarzyszenie Animatorów Kultury,50000
Stowarzyszenie Animatorów Kultury,Krynica-Zdrój,33-380,2020-03-27,836185,STOWARZYSZENIE,STOWARZYSZENIE ANIMATORZY KULTURY,STOWARZYSZENIE ANIMATORZY KULTURY,7343581170.0,385863091.0,,,Sławomir Gagatek,,,,,,,,,,,,,Stowarzyszenie Animatorów Kultury,50000
Stowarzyszenie Animatorów Kultury,Wrocław,50-430,2006-06-05,257486,STOWARZYSZENIE,STOWARZYSZENIE ANIMATORÓW KULTURY,STOWARZYSZENIE ANIMATORÓW KULTURY,,,,,,,,,,,,,,,,,,Stowarzyszenie Animatorów Kultury,50000
Stowarzyszenie Animatorów Kultury,Poznań,60-222,2014-09-03,520025,STOWARZYSZENIE,POZNAŃSKIE STOWARZYSZENIE ANIMATORÓW KULTURY,POZNAŃSKIE STOWARZYSZENIE ANIMATORÓW KULTURY,,,,,Piotr Jurkiewicz,,,,,,,,,,,,,Stowarzyszenie Animatorów Kultury,50000
Stowarzyszenie Animatorów Kultury,Poznań,60-538,2014-06-05,512332,STOWARZYSZENIE,STOWARZYSZENIE MŁODYCH ANIMATORÓW KULTURY,STOWARZYSZENIE MŁODYCH ANIMATORÓW KULTURY,7831714504.0,302745723.0,,,Daniel Jacek Stachuła,,,,,,,,,,,,,Stowarzyszenie Animatorów Kultury,50000
Stowarzyszenie Animatorów Kultury,Rzeszów,35-064,2004-07-06,209098,STOWARZYSZENIE,EUROREGIONALNE STOWARZYSZENIE ANIMATORÓW KULTURY,EUROREGIONALNE STOWARZYSZENIE ANIMATORÓW KULTURY,,180018428.0,,,,,,,,,,,,,,,,Stowarzyszenie Animatorów Kultury,50000
Stowarzyszenie Animatorów Kultury,Jasło,38-200,2001-08-24,36346,STOWARZYSZENIE,"STOWARZYSZENIE ANIMATORÓW KULTURY ""KOLEJARZ""","STOWARZYSZENIE ANIMATORÓW KULTURY ""KOLEJARZ""",,370298725.0,,,Mieczysław Kogut,,,,,,,,,,,,,Stowarzyszenie Animatorów Kultury,50000
Stowarzyszenie Animatorów Kultury,Antoniewo,87-400,2011-06-13,389027,STOWARZYSZENIE,"STOWARZYSZENIE KRZEWIENIA KULTURY ""ANIMATOR""","STOWARZYSZENIE KRZEWIENIA KULTURY ""ANIMATOR""",,,,,Waldemar Jerzy Licznerski,,,,,,,,,,,,,Stowarzyszenie Animatorów Kultury,50000
Stowarzyszenie Animatorów Kultury,Hrubieszów,22-500,2009-02-20,324032,STOWARZYSZENIE,STOWARZYSZENIE AKTYWNYCH ANIMATORÓW KULTURY,STOWARZYSZENIE AKTYWNYCH ANIMATORÓW KULTURY,9191792688.0,60449377.0,,,Edyta Dobosz Maciuk,,,,,,,,,,,,,Stowarzyszenie Animatorów Kultury,50000
Stowarzyszenie Animatorów Kultury,Opoczno,26-300,2010-05-11,356119,STOWARZYSZENIE,STOWARZYSZENIE ANIMATORÓW KULTURY OPOCZNA,STOWARZYSZENIE ANIMATORÓW KULTURY OPOCZNA,,101001027.0,,,Rafał Janusz Kądziela,,,,,,,,,,,,,Stowarzyszenie Animatorów Kultury,50000
Stowarzyszenie Animatorów Ruchu Folkowego,Lublin,20-834,2001-11-05,58300,STOWARZYSZENIE,STOWARZYSZENIE ANIMATORÓW RUCHU FOLKOWEGO,STOWARZYSZENIE ANIMATORÓW RUCHU FOLKOWEGO,7122764794.0,432514316.0,,,,,,,,,,,,,,,,Stowarzyszenie Animatorów Ruchu Folkowego,6000
Stowarzyszenie Artystów i Sympatyków Piwnicy Pod Baranami,Kraków,31-028,2008-04-24,304613,STOWARZYSZENIE,STOWARZYSZENIE ARTYSTÓW I SYMPATYKÓW PIWNICY POD BARANAMI,STOWARZYSZENIE ARTYSTÓW I SYMPATYKÓW PIWNICY POD BARANAMI,6762373180.0,120689796.0,,,Krystyna Janina Styrna Bartkowicz,,,,,,,,,,,,,Stowarzyszenie Artystów i Sympatyków Piwnicy Pod Baranami,234730
STOWARZYSZENIE ARTYSTYCZNE CARPATHIAN,Nowy Sącz,33-300,2017-10-25,700902,STOWARZYSZENIE,STOWARZYSZENIE ARTYSTYCZNE CARPATHIAN,STOWARZYSZENIE ARTYSTYCZNE CARPATHIAN,7343553251.0,368599227.0,,,Bartosz Stanisław Życzyński,,,,,,,,,,,,,STOWARZYSZENIE ARTYSTYCZNE CARPATHIAN,25000
Stowarzyszenie Artystyczne Kolektyw,Poznań,61-728,2008-11-04,317153,STOWARZYSZENIE,STOWARZYSZENIE ARTYSTYCZNE KOLEKTYW,STOWARZYSZENIE ARTYSTYCZNE KOLEKTYW,,300988456.0,,,Tomasz Adam Michniewicz,,,,,,,,,,,,,Stowarzyszenie Artystyczne Kolektyw,6605
Stowarzyszenie Artystyczne Kolektyw,Dzierżoniów,58-200,2009-12-08,343851,STOWARZYSZENIE,"STOWARZYSZENIE KOLEKTYW ARTYSTYCZNY ""BACK TO THE OLD SCHOOL""","STOWARZYSZENIE KOLEKTYW ARTYSTYCZNY ""BACK TO THE OLD SCHOOL""",8822098839.0,21143223.0,,,Kamil Zakrzewski,,,,,,,,,,,,,Stowarzyszenie Artystyczne Kolektyw,6605
Stowarzyszenie Artystyczne Kolektyw,Jarocin,63-200,2006-02-22,251541,STOWARZYSZENIE,"STOWARZYSZENIE ARTYSTYCZNO - KULTURALNE ""MULTI-KULTI KOLEKTYW""","STOWARZYSZENIE ARTYSTYCZNO - KULTURALNE ""MULTI-KULTI KOLEKTYW""",,300310079.0,,,,,,,,,,,,,,,,Stowarzyszenie Artystyczne Kolektyw,6605
Stowarzyszenie Artystyczno-Kulturalne Alelale,Bydgoszcz,85-349,2017-03-24,669895,STOWARZYSZENIE,STOWARZYSZENIE ARTYSTYCZNO - KULTURALNE ALELALE,STOWARZYSZENIE ARTYSTYCZNO - KULTURALNE ALELALE,9532704947.0,366866109.0,,,Karolina Dominika Suchodolska,,,,,,,,,,,,,Stowarzyszenie Artystyczno-Kulturalne Alelale,35000
Stowarzyszenie Baltic Neopolis Orchestra,Szczecin,70-202,2010-02-02,347713,STOWARZYSZENIE,"STOWARZYSZENIE ""BALTIC NEOPOLIS ORCHESTRA""","STOWARZYSZENIE ""BALTIC NEOPOLIS ORCHESTRA""",8522566437.0,320787950.0,,,Emilia Stefania Goch Salvador,,,,,,,,,,,,,Stowarzyszenie Baltic Neopolis Orchestra,50000
stowarzyszenie BUSOLA DLA ARTYSTYCZNIE UZDOLNIONYCH DZIECI,Piotrków Trybunalski,97-300,2004-11-08,219522,STOWARZYSZENIE,"STOWARZYSZENIE ""BUSOLA DLA ARTYSTYCZNIE UZDOLNIONYCH DZIECI""","STOWARZYSZENIE ""BUSOLA DLA ARTYSTYCZNIE UZDOLNIONYCH DZIECI""",7712415793.0,590749324.0,,,Bartosz Piotr Gumulec,,,,,,,,,,,,,stowarzyszenie BUSOLA DLA ARTYSTYCZNIE UZDOLNIONYCH DZIECI,100000
Stowarzyszenie DOLINA BARYCZY,Odolanów,63-430,2007-01-30,272765,STOWARZYSZENIE,"STOWARZYSZENIE ""DOLINA BARYCZY""","STOWARZYSZENIE ""DOLINA BARYCZY""",,300500555.0,,,Bogusław Janusz Cebulski,,,,,,,,,,,,,Stowarzyszenie DOLINA BARYCZY,15000
Stowarzyszenie DOLINA BARYCZY,Milicz,56-300,2009-02-24,324099,STOWARZYSZENIE,STOWARZYSZENIE NA RZECZ ROZWOJU DOLINY BARYCZY,STOWARZYSZENIE NA RZECZ ROZWOJU DOLINY BARYCZY,9161011120.0,,,,,,,,,,,,,,,,,Stowarzyszenie DOLINA BARYCZY,15000
Stowarzyszenie DOLINA BARYCZY,Milicz,56-300,2001-10-24,54672,STOWARZYSZENIE,STOWARZYSZENIE GMIN I POWIATÓW DOLINY BARYCZY,STOWARZYSZENIE GMIN I POWIATÓW DOLINY BARYCZY,,932259340.0,,,,,,,,,,,,,,,,Stowarzyszenie DOLINA BARYCZY,15000
Stowarzyszenie DOLINA BARYCZY,Milicz,56-300,2008-12-05,319202,STOWARZYSZENIE,"STOWARZYSZENIE LOKALNA GRUPA DZIAŁANIA ""PARTNERSTWO DLA DOLINY BARYCZY""","STOWARZYSZENIE LOKALNA GRUPA DZIAŁANIA ""PARTNERSTWO DLA DOLINY BARYCZY""",9161373691.0,20878218.0,,,Inga Demianiuk Ozga,,,,,,,,,,,,,Stowarzyszenie DOLINA BARYCZY,15000
Stowarzyszenie DOLINA BARYCZY,Milicz,56-300,2003-05-06,159933,STOWARZYSZENIE,"STOWARZYSZENIE NA RZECZ EDUKACJI EKOLOGICZNEJ ""DOLINA BARYCZY""","STOWARZYSZENIE NA RZECZ EDUKACJI EKOLOGICZNEJ ""DOLINA BARYCZY""",9161329980.0,932920294.0,,,Zofia Jolanta Pietryka,,,,,,,,,,,,,Stowarzyszenie DOLINA BARYCZY,15000
Stowarzyszenie DOLINA BARYCZY,Milicz,56-300,2001-10-30,53040,STOWARZYSZENIE,"STOWARZYSZENIE TURYSTYKI WIEJSKIEJ W PARKU KRAJOBRAZOWYM ""DOLINA BARYCZY""","STOWARZYSZENIE TURYSTYKI WIEJSKIEJ W PARKU KRAJOBRAZOWYM ""DOLINA BARYCZY""",9161308682.0,932100214.0,,,Joanna Małysz,,,,,,,,,,,,,Stowarzyszenie DOLINA BARYCZY,15000
Stowarzyszenie DOLINA BARYCZY,Szlichtyngowa,67-407,2015-05-08,557433,STOWARZYSZENIE,STOWARZYSZENIE COUNTRY WESTERN CLUB NAD DOLINĄ ODRY I BARYCZY,STOWARZYSZENIE COUNTRY WESTERN CLUB NAD DOLINĄ ODRY I BARYCZY,4970081716.0,361467876.0,,,Damian Franciszek Mielcarek,,,,,,,,,,,,,Stowarzyszenie DOLINA BARYCZY,15000
Stowarzyszenie DOLINA BARYCZY,Trzebnica,55-100,2014-04-02,503778,STOWARZYSZENIE,STOWARZYSZENIE PRZEDSIĘBIORCÓW DOLINY BARYCZY I WZGÓRZ TRZEBNICKICH,STOWARZYSZENIE PRZEDSIĘBIORCÓW DOLINY BARYCZY I WZGÓRZ TRZEBNICKICH,9161393920.0,22392187.0,,,,,,,,,,,,,,,,Stowarzyszenie DOLINA BARYCZY,15000
Stowarzyszenie Dolnośląskie Towarzystwo Muzyczne,Wrocław,54-107,2001-11-05,59076,STOWARZYSZENIE,STOWARZYSZENIE DOLNOŚLĄSKIE TOWARZYSTWO MUZYCZNE,STOWARZYSZENIE DOLNOŚLĄSKIE TOWARZYSTWO MUZYCZNE,8961003742.0,810302.0,,,Maria Dorota Zawartko,,,,,,,,,,,,,Stowarzyszenie Dolnośląskie Towarzystwo Muzyczne,1158300
Stowarzyszenie Dom Tańca,Warszawa,02-325,2001-10-26,55219,STOWARZYSZENIE,"STOWARZYSZENIE ""DOM TAŃCA""","STOWARZYSZENIE ""DOM TAŃCA""",,11334965.0,,,Marcin Żytomirski,,,,,,,,,,,,,Stowarzyszenie Dom Tańca,51850
Stowarzyszenie Dom Tańca,Poznań,60-557,2003-07-16,166576,STOWARZYSZENIE,STOWARZYSZENIE DOM TAŃCA POZNAŃ,STOWARZYSZENIE DOM TAŃCA POZNAŃ,,634510612.0,,,Jacek Radosław Hałas,,,,,,,,,,,,,Stowarzyszenie Dom Tańca,51850
Stowarzyszenie Dom Tańca,Żary,68-200,2019-03-08,776030,STOWARZYSZENIE,"STOWARZYSZENIE PRZYJACIÓŁ TEATRÓW TAŃCA ŻARSKIEGO DOMU KULTURY ""TANART""","STOWARZYSZENIE PRZYJACIÓŁ TEATRÓW TAŃCA ŻARSKIEGO DOMU KULTURY ""TANART""",9282093424.0,382791209.0,,,Aneta Gołąb,,,,,,,,,,,,,Stowarzyszenie Dom Tańca,51850
Stowarzyszenie Dom Tańca,Sanok,38-500,2009-08-31,335754,STOWARZYSZENIE,"STOWARZYSZENIE MIŁOŚNIKÓW ZESPOŁU TAŃCA LUDOWEGO ""SANOK"" SANOCKIEGO DOMU KULTURY","STOWARZYSZENIE MIŁOŚNIKÓW ZESPOŁU TAŃCA LUDOWEGO ""SANOK"" SANOCKIEGO DOMU KULTURY",6871924733.0,180487376.0,,,Anna Hoffman,,,,,,,,,,,,,Stowarzyszenie Dom Tańca,51850
Stowarzyszenie Dom Tańca,Łęczyca,99-100,2016-02-26,604546,STOWARZYSZENIE,STOWARZYSZENIE PRZYJACIÓŁ DZIECIĘCYCH I MŁODZIEŻOWYCH ZESPOŁÓW TAŃCA DZIAŁAJĄCYCH PRZY DOMU KULTURY W ŁĘCZYCY,STOWARZYSZENIE PRZYJACIÓŁ DZIECIĘCYCH I MŁODZIEŻOWYCH ZESPOŁÓW TAŃCA DZIAŁAJĄCYCH PRZY DOMU KULTURY W ŁĘCZYCY,5070092702.0,363818943.0,,,Przemysław Konrad Zieliński,,,,,,,,,,,,,Stowarzyszenie Dom Tańca,51850
Stowarzyszenie Edukacyjne Ziemi Węgrowskiej,Węgrów,07-100,2011-03-31,382391,STOWARZYSZENIE,STOWARZYSZENIE EDUKACYJNE ZIEMI WĘGROWSKIEJ,STOWARZYSZENIE EDUKACYJNE ZIEMI WĘGROWSKIEJ,8241793526.0,142885505.0,,,Zofia Elżbieta Paczóska,,,,,,,,,,,,,Stowarzyszenie Edukacyjne Ziemi Węgrowskiej,131950
Stowarzyszenie Gliwickiej Młodzieży SIGNUM,Gliwice,44-100,2004-12-09,223420,STOWARZYSZENIE,"STOWARZYSZENIE GLIWICKIEJ MŁODZIEŻY ""SIGNUM""","STOWARZYSZENIE GLIWICKIEJ MŁODZIEŻY ""SIGNUM""",6312446619.0,240036578.0,,,Lech Bolesław Dobrzański,,,,,,,,,,,,,Stowarzyszenie Gliwickiej Młodzieży SIGNUM,8048
Stowarzyszenie Grupa Artystyczna TERAZ POLIŻ,Warszawa,03-742,2009-06-10,331345,STOWARZYSZENIE,STOWARZYSZENIE GRUPA ARTYSTYCZNA TERAZ POLIŻ,STOWARZYSZENIE GRUPA ARTYSTYCZNA TERAZ POLIŻ,1132782098.0,141921386.0,,,,,,,,,,,,,,,,Stowarzyszenie Grupa Artystyczna TERAZ POLIŻ,2601
Stowarzyszenie im. Bogdana Paprockiego,Warszawa,04-306,2019-03-21,777037,STOWARZYSZENIE,STOWARZYSZENIE IM. BOGDANA PAPROCKIEGO,STOWARZYSZENIE IM. BOGDANA PAPROCKIEGO,1132995411.0,382879588.0,,,Adam Zdunikowski,,,,,,,,,,,,,Stowarzyszenie im. Bogdana Paprockiego,9859
Stowarzyszenie im. Mieczysława Karłowicza w Zakopanem,Zakopane,34-500,2008-08-07,311305,STOWARZYSZENIE,STOWARZYSZENIE IM. MIECZYSŁAWA KARŁOWICZA W ZAKOPANEM,STOWARZYSZENIE IM. MIECZYSŁAWA KARŁOWICZA W ZAKOPANEM,7361673994.0,120743277.0,,,Danuta Joanna Sztencel,,,,,,,,,,,,,Stowarzyszenie im. Mieczysława Karłowicza w Zakopanem,218700
Stowarzyszenie Inicjatyw Muzycznych Blue Note,Poznań,61-891,2002-01-22,82913,STOWARZYSZENIE,"STOWARZYSZENIE INICJATYW MUZYCZNYCH ""BLUE NOTE""","STOWARZYSZENIE INICJATYW MUZYCZNYCH ""BLUE NOTE""",,634277950.0,,,Leszek Wojciech Łuczak,,,,,,,,,,,,,Stowarzyszenie Inicjatyw Muzycznych Blue Note,62000
Stowarzyszenie Inicjatyw Społeczno-Kulturalnych Stacja Muranów,Warszawa,00-159,2010-08-23,363445,STOWARZYSZENIE,STOWARZYSZENIE INICJATYW SPOŁECZNO-KULTURALNYCH STACJA MURANÓW,STOWARZYSZENIE INICJATYW SPOŁECZNO-KULTURALNYCH STACJA MURANÓW,5252516846.0,142572440.0,,,Beata Anna Chomątowska Szałamacha,,,,,,,,,,,,,Stowarzyszenie Inicjatyw Społeczno-Kulturalnych Stacja Muranów,2950
Stowarzyszenie Inicjatyw Twórczych Windą w Bok,Warszawa,00-640,2008-11-12,315936,STOWARZYSZENIE,"STOWARZYSZENIE INICJATYW TWÓRCZYCH ""WINDĄ W BOK""","STOWARZYSZENIE INICJATYW TWÓRCZYCH ""WINDĄ W BOK""",1181982762.0,141666860.0,,,Michał Konrad Sufin,,,,,,,,,,,,,Stowarzyszenie Inicjatyw Twórczych Windą w Bok,370176
Stowarzyszenie Jazz Poznań,Poznań,60-809,2015-05-29,560556,STOWARZYSZENIE,STOWARZYSZENIE JAZZ POZNAŃ,STOWARZYSZENIE JAZZ POZNAŃ,7792431698.0,361642842.0,,,Krzysztof Andrzej Przybyłowicz,,,,,,,,,,,,,Stowarzyszenie Jazz Poznań,5140
STOWARZYSZENIE KOMEDIA ŁÓDZKA,Łódź,91-712,2007-03-14,276527,STOWARZYSZENIE,STOWARZYSZENIE KOMEDIA ŁÓDZKA,STOWARZYSZENIE KOMEDIA ŁÓDZKA,7262558250.0,100327175.0,,,Mariusz Antoni Pilawski,,,,,,,,,,,,,STOWARZYSZENIE KOMEDIA ŁÓDZKA,37433
Stowarzyszenie Krakowski Teatr Tańca,Kraków,30-549,2007-10-31,291687,STOWARZYSZENIE,STOWARZYSZENIE KRAKOWSKI TEATR TAŃCA,STOWARZYSZENIE KRAKOWSKI TEATR TAŃCA,5130169409.0,120594357.0,,,Eryk Dominik Makohon,,,,,,,,,,,,,Stowarzyszenie Krakowski Teatr Tańca,50954
Stowarzyszenie Krusznia,Krasnopol,16-503,2003-09-15,172089,STOWARZYSZENIE,STOWARZYSZENIE KRUSZNIA,STOWARZYSZENIE KRUSZNIA,,791061003.0,,,Jerzy Czyżyński,,,,,,,,,,,,,Stowarzyszenie Krusznia,15796
"Stowarzyszenie Kulturalne ""Pocztówka""",Policzna,17-250,2004-10-08,216875,STOWARZYSZENIE,"STOWARZYSZENIE KULTURALNE ""POCZTÓWKA""","STOWARZYSZENIE KULTURALNE ""POCZTÓWKA""",6030014004.0,52252273.0,,,Dariusz Skibiński,,,,,,,,,,,,,"Stowarzyszenie Kulturalne ""Pocztówka""",94000
Stowarzyszenie Kulturalne Pro-Scenium,Gliwice,44-100,2002-02-05,88520,STOWARZYSZENIE,STOWARZYSZENIE KULTURALNE PRO-SCENIUM,STOWARZYSZENIE KULTURALNE PRO-SCENIUM,6312344882.0,277732470.0,,,Leszek Zbigniew Styś,,,,,,,,,,,,,Stowarzyszenie Kulturalne Pro-Scenium,30000
STOWARZYSZENIE KULTURALNE RÓWNICA W USTRONIU,Ustroń,43-450,2001-07-30,32061,STOWARZYSZENIE,"STOWARZYSZENIE KULTURALNE ""RÓWNICA"" W USTRONIU","STOWARZYSZENIE KULTURALNE ""RÓWNICA"" W USTRONIU",,72641645.0,,,Łukasz Szczepan Kopyciok,,,,,,,,,,,,,STOWARZYSZENIE KULTURALNE RÓWNICA W USTRONIU,12518
"Stowarzyszenie Kulturalne Zespół Pieśni i Tańca ""Warmia""",Olsztyn,10-233,2001-12-17,73068,STOWARZYSZENIE,"STOWARZYSZENIE KULTURALNE ZESPÓŁ PIEŚNI I TAŃCA ""WARMIA""","STOWARZYSZENIE KULTURALNE ZESPÓŁ PIEŚNI I TAŃCA ""WARMIA""",7392935395.0,510692300.0,,,Jerzy Kaczorowski,,,,,,,,,,,,,"Stowarzyszenie Kulturalne Zespół Pieśni i Tańca ""Warmia""",68670
Stowarzyszenie Kulturalno-Edukacyjne MOST,Gdańsk,80-230,2010-02-01,347865,STOWARZYSZENIE,"STOWARZYSZENIE KULTURALNO-EDUKACYJNE ""MOST""","STOWARZYSZENIE KULTURALNO-EDUKACYJNE ""MOST""",9571033569.0,220952635.0,,,Agnieszka Grewling Stolc,,,,,,,,,,,,,Stowarzyszenie Kulturalno-Edukacyjne MOST,117000
"Stowarzyszenie Kultury Teatralnej ""Pieśń Kozła""",Wrocław,53-015,2002-04-23,108979,STOWARZYSZENIE,"STOWARZYSZENIE KULTURY TEATRALNEJ ""PIEŚŃ KOZŁA""","STOWARZYSZENIE KULTURY TEATRALNEJ ""PIEŚŃ KOZŁA""",8992331660.0,932065647.0,,,Grzegorz Bral,,,,,,,,,,,,,"Stowarzyszenie Kultury Teatralnej ""Pieśń Kozła""",469540
Stowarzyszenie Living Space Theatre,Katowice,40-064,2017-04-18,673962,STOWARZYSZENIE,STOWARZYSZENIE LIVING SPACE THEATRE,STOWARZYSZENIE LIVING SPACE THEATRE,6342893576.0,367064062.0,,,Jakub Margosiak,,,,,,,,,,,,,Stowarzyszenie Living Space Theatre,16500
